"Data Source","World Development Indicators",

"Last Updated Date","2021-02-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"East Asia & Pacific","EAS","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","6578799972.70554","6215890032.58944","6506299997.27011","6249469963.05138","5454159974.0088","7609530007.30276","8699930132.92551","10014279944.9563","9878939825.83284","10657949927.4641","10770799837.8947","11703520074.7252","11996380030.7065","10911770127.8925","11686260048.7769","9259200080.79708","7775209898.53144","7250199993.31981","8141789911.74512","8651390023.30974","8954890205.39448","10157310099.6763","9559649905.67043","9687289967.72319","9936810102.52982","10194820172.8128","10064399928.0035","10046770026.5199","10505749917.8629","11177540050.1862","11290650113.821","10476409859.2848","12496110134.7152","12141619775.6268","11930040110.3869","11217889982.2421","9819489959.35172","9180639915.94314","11437190027.1177","12188810153.5141","11375609975.9638","10836429997.8614","10612579957.4852","9156680110.36515","8841389966.42083","10218170096.3974","8470089992.52319","8635260014.534","8362700039.38675","9579330109.35783","9155139966.01105","6851620030.40314","8283430050.84991","11141769944.191","8900739902.49634","9062279916.52489","8258009923.93494","8687479964.73312","8259290054.32129","7596000011.44409","",
"Europe & Central Asia (excluding high income)","ECA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","1463160034.17969","2674550048.82813","2714880004.88281","2612420043.94531","1757979980.46875","1753970001.2207","2179370056.15234","1392349964.14185","1143789947.50977","1190939964.29443","816089965.820313","1127470009.80377","1338409957.88574","952630004.882813","410480010.986328","287860008.239746","631420013.427734","312880002.02179","307229995.727539","1373439949.03564","2173590076.44653","1752050003.05176","1525609994.88831","872099985.122681","589869997.97821","496799991.607666","731889972.686768","642760025.024414","475880007.743835","309929999.846965","2845660009.15505","6926079885.19408","5842649936.07998","8478490043.64013","7813209922.79053","7581409912.10937","7224659980.77393","6704260084.15222","8038969950.67596","10499440021.5149","10280250000.9537","9944040181.15998","11889370033.741","8563429999.91775","8735060086.28011","5445659900.66528","6596979961.39526","5859390079.49829","6733370029.44946","7500410049.43848","6938019943.2373","9610910099.02954","9644939976.6922","8427200073.71902","9676779899.59717","9158609844.6846","10459730030.0598","10238769981.3843","7666450116.15753","7673570003.50952","",
"Europe & Central Asia","ECS","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","1698000037.1933","2860640043.49709","2850810003.28064","2738520044.68441","1941309984.56478","1865610000.61035","2206550056.69594","1672389964.1037","1319329947.47162","1376419958.11462","1075219963.07373","1341870011.32965","1589389953.61328","1100610000.61035","636950012.207031","541090005.874634","1021820013.99994","760820012.09259","577309992.790222","1587379951.95389","2519660072.32666","2064080005.64575","1780669988.6322","1103349981.78482","828439991.950989","785919984.817505","935829967.737198","844610028.028488","651760006.904602","506689996.26115","5510130064.73519","13496129942.1284","11504639907.9654","14308290128.7079","14068119790.0772","14906419828.2957","11832269965.1718","10499460057.497","13017219975.1139","17267869885.2062","17303080005.6458","15756110163.6887","16714449987.9628","13626400064.8558","13990599999.1","5587299900.05493","6815499965.66772","6023410083.77075","6955040027.61841","7659030044.55566","7065479942.32178","9610910099.02954","9644939976.6922","8427200073.71902","9676779899.59717","9158609844.6846","10459730030.0598","10238769981.3843","7666450116.15753","7673570003.50952","",
"Ecuador","ECU","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","45360000.6103516","78139999.3896484","88419998.1689453","108449996.948242","121099998.474121","136500000","154679992.675781","163470001.220703","135539993.286133","100349998.474121","117410003.662109","120690002.441406","100510002.13623","134589996.337891","117529998.779297","142830001.831055","168509994.506836","107699996.948242","84239997.8637695","136339996.337891","73260002.1362305","86129997.253418","103790000.915527","126309997.558594","177699996.948242","190380004.882813","196979995.727539","339609985.351563","261899993.896484","235500000","218429992.675781","289440002.441406","297359985.351563","264869995.117188","261790008.544922","223070007.324219","293269989.013672","214699996.948242","245300003.051758","212380004.882813","231809997.558594","259899993.896484","339660003.662109","265600006.103516","229649993.896484","299839996.337891","244320007.324219","234339996.337891","237970001.220703","224160003.662109","168550003.051758","178619995.117188","154059997.558594","147759994.506836","158300003.051758","347040008.544922","262600006.103516","221729995.727539","404010009.765625","542770019.53125","",
"Egypt, Arab Rep.","EGY","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","1554109985.35156","778520019.53125","1226280029.29688","1389180053.71094","1569579956.05469","831119995.117188","627909973.144531","233419998.168945","229039993.286133","60919998.1689453","1108250000","811239990.234375","737650024.414063","4074429931.64063","5676000000","9166179687.5","8559900390.625","8591469726.5625","7731080078.125","4091889892.57813","3409800048.82813","3111699951.17188","3432510009.76563","3339209960.9375","4038090087.89063","3890780029.29688","3310360107.42188","3210530029.29688","2593689941.40625","2860149902.34375","9562000000","8298549804.6875","5462990234.375","3566399902.34375","3848530029.29688","2571570068.35938","2858320068.35938","2769409912.10938","2792590087.89063","2270120117.1875","2011319946.28906","1930489990.23438","1847959960.9375","1321189941.40625","1808219970.70313","1241369995.11719","1020150024.41406","1223479980.46875","1695979980.46875","982390014.648438","595580017.089844","383910003.662109","1597319946.28906","5080750000","3320760009.76563","2721219970.70313","2698840087.89063","108709999.084473","2080850097.65625","1788969970.70313","",
"Euro area","EMU","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","170000.001788139","","2839999.91416931","8899999.61853027","5900000.09536743","","6880000.11444092","13989999.7711182","10390000.3433228","10819999.6948242","13359999.6566772","10949999.8092651","10960000.038147","11199999.8092651","","2029999.97138977","3529999.97138977","3279999.97138977","","6699999.80926514","","1360000.01430511","107339996.337891","223660003.662109","198949996.948242","213830001.831055","172610000.610352","238050003.051758","219279998.779297","274160003.662109","449910003.662109","334170013.427734","411920013.427734","321510009.765625","413399993.896484","136789993.286133","158419998.168945","138639999.389648","141750000","160720001.220703","119519996.643066","128720001.220703","76069999.6948242","78610000.6103516","99669998.1689453","71349998.4741211","82480003.3569336","84239997.8637695","282329986.572266","",
"Spain","ESP","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estonia","EST","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20360000.6103516","139210006.713867","64669998.1689453","63450000.7629395","73559997.5585938","75669998.1689453","94459999.0844727","131440002.441406","123900001.525879","105800003.051758","115239997.86377","86980003.3569336","108669998.168945","155600006.103516","","","","","","","","","","","","","","","","",
"Ethiopia","ETH","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","140309997.558594","170479995.727539","183600006.103516","171080001.831055","110480003.356934","140330001.831055","161759994.506836","174740005.493164","275200012.207031","228270004.272461","254149993.896484","254979995.727539","239809997.558594","304179992.675781","501309997.558594","480899993.896484","504209991.455078","361149993.896484","394399993.896484","479019989.013672","483549987.792969","610330017.089844","505700012.207031","867729980.46875","989869995.117188","1887459960.9375","1370109985.35156","1152380004.88281","1675599975.58594","1244089965.82031","1507199951.17188","1600469970.70313","1611530029.29688","1546910034.17969","1487150024.41406","1118979980.46875","1044680053.71094","807619995.117188","944070007.324219","910330017.089844","1027739990.23438","1659439941.40625","1914439941.40625","2096000000","2158750000","2250750000","2240330078.125","2628270019.53125","3288560058.59375","3889870117.1875","3519469970.70313","3347219970.70313","3165139892.57813","3737270019.53125","3407840087.89063","3364750000","4323910156.25","4291939941.40625","4941029785.15625","4893290039.0625","",
"European Union","EUU","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","10739999.7711182","9640000.34332275","100040000.915527","40389999.3896484","30329999.9237061","36250000","32529998.7792969","22010000.2288818","51630001.0681152","69809997.5585938","50950000.7629395","69040000.9155273","50259998.3215332","78129997.253418","68849998.4741211","84099998.4741211","106489997.86377","92040000.9155273","87709999.0844727","91150001.5258789","89059997.5585938","99800003.0517578","88430000.3051758","84680000.3051758","82709999.0844727","86650001.5258789","94989997.8637695","69120002.746582","92470001.2207031","70610000.6103516","81319999.6948242","71519996.6430664","98709999.0844727","89629997.253418","57450000.7629395","57750000","59569999.6948242","61150001.5258789","54919998.1689453","47950000.7629395","42349998.4741211","41250000","49729999.5422363","65269996.6430664","78339996.3378906","77809997.5585938","66940002.4414063","54150001.5258789","46389999.3896484","66319999.6948242","69809997.5585938","61450000.7629395","87389999.3896484","80459999.0844727","85569999.6948242","109470001.220703","123989997.86377","148990005.493164","120959999.084473","142860000.610352","",
"France","FRA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660000.026226044","14539999.961853","88760002.1362305","148110000.610352","98449996.9482422","164429992.675781","118739997.86377","105169998.168945","145610000.610352","133199996.948242","184589996.337891","148889999.389648","148179992.675781","109330001.831055","130050003.051758","129289993.286133","131559997.558594","104019996.643066","137050003.051758","67180000.3051758","134970001.220703","152740005.493164","150270004.272461","123110000.610352","86300003.0517578","52959999.0844727","100290000.915527","98790000.9155273","91910003.6621094","",
"Gabon","GAB","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","189999.997615814","5630000.11444092","25309999.4659424","34560001.373291","114309997.558594","97440002.4414063","97050003.0517578","103889999.389648","92120002.746582","126790000.915527","159770004.272461","149619995.117188","150179992.675781","195720001.220703","103540000.915527","207789993.286133","114319999.694824","85989997.8637695","118330001.831055","88069999.6948242","116190002.441406","101150001.525879","154809997.558594","168660003.662109","211740005.493164","168259994.506836","161649993.896484","143619995.117188","176259994.506836","224580001.831055","188419998.168945","205259994.506836","91819999.6948242","140740005.493164","246470001.220703","180520004.272461","156339996.337891","54900001.5258789","62360000.6103516","68949996.9482422","20379999.1607666","12960000.038147","107830001.831055","-12649999.6185303","45770000.4577637","55500000","33340000.1525879","51750000","58040000.9155273","73019996.6430664","98290000.9155273","60930000.3051758","65699996.9482422","81480003.3569336","103410003.662109","106639999.389648","44389999.3896484","111919998.168945","116959999.084473","121510002.13623","",
"United Kingdom","GBR","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","340000.003576279","24219999.3133545","160130004.882813","260859985.351563","271589996.337891","402890014.648438","333570007.324219","291929992.675781","341799987.792969","248660003.662109","430880004.882813","447250000","294109985.351563","374920013.427734","339769989.013672","401619995.117188","398570007.324219","852950012.207031","817619995.117188","609179992.675781","530929992.675781","648130004.882813","625729980.46875","545739990.234375","480149993.896484","493859985.351563","468529998.779297","589859985.351563","511929992.675781","",
"Ghana","GHA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","21299999.2370605","21149999.6185303","40319999.6948242","124330001.831055","147570007.324219","310510009.765625","387910003.662109","312920013.427734","419179992.675781","444750000","359619995.117188","326339996.337891","295869995.117188","187830001.831055","144940002.441406","457100006.103516","220899993.896484","294119995.117188","325410003.662109","435089996.337891","436649993.896484","352779998.779297","359089996.337891","276540008.544922","555099975.585938","494079986.572266","739119995.117188","726239990.234375","929320007.324219","1152410034.17969","816780029.296875","1235010009.76563","823890014.648438","858359985.351563","691000000","761669982.910156","797760009.765625","654580017.089844","924739990.234375","794059997.558594","818020019.53125","962190002.441406","981780029.296875","1234579956.05469","1577410034.17969","1283060058.59375","1331239990.23438","1148810058.59375","1242619995.11719","1570949951.17188","1687180053.71094","1723829956.05469","1726170043.94531","1254959960.9375","1061260009.76563","1866479980.46875","1396569946.28906","1312219970.70313","1067540039.0625","948530029.296875","",
"Gibraltar","GIB","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","4670000.07629395","8350000.38146973","3980000.01907349","-90000.0035762787","3849999.90463257","8840000.15258789","14069999.6948242","21209999.0844727","7559999.94277954","11170000.0762939","19510000.2288818","25459999.0844727","25409999.8474121","35520000.4577637","33909999.8474121","13000000","13500000","18430000.3051758","11890000.3433228","17399999.6185303","22540000.9155273","15439999.5803833","6920000.07629395","8199999.80926514","28629999.1607666","74550003.0517578","44970001.2207031","26750000","25809999.4659424","720000.028610229","769999.980926514","3329999.92370605","3960000.03814697","-9999.99977648258","790000.021457672","270000.010728836","-310000.002384186","449999.988079071","259999.990463257","39999.9991059303","50000.0007450581","1179999.94754791","19999.9995529652","39999.9991059303","209999.993443489","","","","","","","","","","","","","","","","",
"Guinea","GIN","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","1299999.95231628","17870000.8392334","68190002.4414063","152320007.324219","90400001.5258789","151149993.896484","86870002.746582","46479999.5422363","34610000.6103516","83580001.8310547","69870002.746582","54270000.4577637","24639999.3896484","57189998.626709","80900001.5258789","90029998.7792969","36540000.9155273","71449996.9482422","174679992.675781","142240005.493164","207470001.220703","265079986.572266","286250000","171970001.220703","316890014.648438","292579986.572266","353989990.234375","382630004.882813","414109985.351563","616929992.675781","427529998.779297","543750000","600520019.53125","566719970.703125","481799987.792969","492519989.013672","377420013.427734","526250000","487739990.234375","328130004.882813","220740005.493164","433209991.455078","366070007.324219","316649993.896484","318739990.234375","221429992.675781","192309997.558594","261049987.792969","337369995.117188","209300003.051758","217830001.831055","188699996.948242","606030029.296875","441089996.337891","531510009.765625","574549987.792969","602429992.675781","492079986.572266","594440002.441406","592409973.144531","",
"Gambia, The","GMB","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","5369999.88555908","13729999.5422363","23430000.3051758","46659999.8474121","22370000.8392334","34799999.2370605","26690000.5340576","22639999.3896484","43430000.3051758","26010000.2288818","9279999.73297119","20649999.6185303","26760000.2288818","31610000.6103516","45139999.3896484","31579999.9237061","41740001.6784668","73239997.8637695","101480003.356934","88220001.2207031","122879997.253418","168460006.713867","115129997.253418","100940002.441406","133369995.117188","123319999.694824","217529998.779297","186339996.337891","143529998.779297","173500000","146820007.324219","146770004.272461","150080001.831055","118120002.746582","90769996.6430664","56509998.3215332","46490001.6784668","53709999.0844727","54540000.9155273","46529998.7792969","71290000.9155273","77470001.2207031","89930000.3051758","77779998.7792969","70959999.0844727","68029998.7792969","81250000","96690002.4414063","92419998.1689453","122940002.441406","117209999.084473","123690002.441406","131630004.882813","105540000.915527","93160003.6621094","115319999.694824","96819999.6948242","297010009.765625","234130004.882813","198740005.493164","",
"Guinea-Bissau","GNB","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","9720000.26702881","","","","","23309999.4659424","5190000.05722046","","810000.002384186","","1250000","","39999.9991059303","41630001.0681152","73129997.253418","82510002.1362305","124500000","139669998.168945","126879997.253418","127819999.694824","152860000.610352","159490005.493164","163899993.896484","151110000.610352","148779998.779297","145589996.337891","199399993.896484","168729995.727539","206990005.493164","192619995.117188","165820007.324219","147850006.103516","135899993.896484","266750000","145580001.831055","238029998.779297","174419998.168945","133869995.117188","77830001.8310547","132110000.610352","101230003.356934","91919998.1689453","188070007.324219","90069999.6948242","75699996.9482422","96730003.3569336","124720001.220703","124940002.441406","141460006.713867","125029998.779297","109860000.610352","78069999.6948242","100569999.694824","104169998.168945","102430000.305176","212169998.168945","118389999.389648","153580001.831055","123699996.948242","",
"Equatorial Guinea","GNQ","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","4639999.8664856","65769996.6430664","7940000.05722046","1480000.01907349","2730000.01907349","1669999.95708466","6789999.96185303","21090000.1525879","25670000.0762939","37310001.373291","28590000.1525879","39979999.5422363","44509998.3215332","42279998.7792969","100220001.220703","80660003.6621094","99370002.746582","89500000","89660003.6621094","82610000.6103516","75970001.2207031","41759998.3215332","42599998.4741211","40340000.1525879","35189998.626709","32959999.0844727","30000000","36009998.3215332","23020000.4577637","31309999.4659424","26809999.4659424","33040000.9155273","41900001.5258789","27629999.1607666","29430000.3051758","28659999.8474121","28719999.3133545","81830001.8310547","21780000.6866455","13880000.1144409","4269999.98092651","360000.014305115","8050000.19073486","7429999.82833862","7230000.01907349","6719999.79019165","65379997.253418","",
"Greece","GRC","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","230000.004172325","8649999.61853027","10090000.1525879","9060000.4196167","11090000.1525879","7679999.82833862","7320000.17166138","9039999.96185303","15460000.038147","15039999.961853","19170000.0762939","61770000.4577637","75080001.8310547","49169998.1689453","35610000.6103516","34479999.5422363","24540000.9155273","20159999.8474121","22229999.5422363","17409999.8474121","10930000.3051758","32459999.0844727","11859999.6566772","13600000.3814697","11170000.0762939","8069999.69482422","13619999.8855591","21340000.1525879","15500000","14090000.1525879","11659999.8474121","17239999.7711182","58340000.1525879","29440000.5340576","26309999.4659424","30250000","44889999.3896484","32259998.3215332","9399999.61853027","7210000.03814697","11890000.3433228","37520000.4577637","25510000.2288818","8710000.03814697","6119999.88555908","31739999.7711182","15020000.4577637","",
"Greenland","GRL","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","111180000.305176","102110000.610352","65629997.253418","68330001.8310547","78870002.746582","95040000.9155273","64569999.6948242","91620002.746582","95510002.1362305","74059997.5585938","77699996.9482422","60080001.8310547","90720001.2207031","81260002.1362305","89989997.8637695","110819999.694824","176509994.506836","137649993.896484","93120002.746582","109660003.662109","101389999.389648","94220001.2207031","105139999.389648","131199996.948242","112739997.86377","170559997.558594","246750000","448700012.207031","382000000","425269989.013672","299570007.324219","292109985.351563","299329986.572266","311339996.337891","264399993.896484","252580001.831055","220690002.441406","350649993.896484","324070007.324219","379339996.337891","356049987.792969","333299987.792969","367570007.324219","328750000","273809997.558594","303829986.572266","540700012.207031","455619995.117188","497250000","372390014.648438","397200012.207031","336799987.792969","298089996.337891","475779998.779297","273799987.792969","435010009.765625","281209991.455078","378850006.103516","399399993.896484","398079986.572266","",
"Guam","GUM","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","75029998.7792969","86370002.746582","73180000.3051758","52340000.1525879","40810001.373291","50290000.9155273","62900001.5258789","73069999.6948242","99440002.4414063","111989997.86377","103279998.779297","88709999.0844727","62900001.5258789","35520000.4577637","48569999.6948242","37650001.5258789","76919998.1689453","36979999.5422363","81400001.5258789","78489997.8637695","64089996.3378906","125720001.220703","61720001.2207031","37360000.6103516","24600000.3814697","26250000","50020000.4577637","45080001.8310547","39419998.1689453","66220001.2207031","240419998.168945","181820007.324219","95860000.6103516","127870002.746582","94610000.6103516","87160003.6621094","112400001.525879","298769989.013672","99209999.0844727","76500000","88480003.3569336","90839996.3378906","65190002.4414063","74400001.5258789","114370002.746582","114819999.694824","143250000","81190002.4414063","117709999.084473","111269996.643066","103819999.694824","94629997.253418","111059997.558594","96900001.5258789","140570007.324219","33599998.4741211","75629997.253418","53470001.2207031","104180000.305176","118580001.831055","",
"High income","HIC","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","3999639926.53042","4360429950.80352","4072120010.85281","4557089978.27768","3294949999.06421","4116689990.66204","4304200015.0457","4045369986.51177","3548519987.10632","4029199983.50739","3663700038.20956","3870510030.15041","3972800011.76521","3835360054.82823","3723970011.01822","4980230079.48697","5600100101.48585","6549950116.96965","5132630107.49221","6120820036.51932","5136039908.06267","5410909997.41852","4649880009.38669","5748720009.5579","5419179972.55176","6505970088.07957","6467839917.40644","4728879980.43001","4187600100.18572","4274030113.57784","7132700037.80723","10824440037.6529","8508909878.65254","6763819936.55861","8142339864.46261","7772879919.43955","8082739973.96231","6142099932.90901","7859600026.39889","7141769982.03993","7835430042.07686","6883560012.36849","6163490036.12251","6141089954.84561","6941160044.6254","537659992.933273","602010000.616312","473710009.336472","702540005.683899","742379989.147186","710269999.027252","530170007.705688","450189997.076988","367869991.064072","233989994.764328","233829999.804497","331209997.937083","251749998.092651","247939998.626709","204170000.076294","",
"Hong Kong SAR, China","HKG","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","41409999.8474121","33580001.8310547","11939999.5803833","35380001.0681152","1940000.05722046","27149999.6185303","16149999.6185303","17729999.5422363","8399999.61853027","7000000","10170000.0762939","24100000.3814697","17290000.9155273","3599999.90463257","3650000.09536743","-5190000.05722046","9760000.22888184","7230000.01907349","6320000.17166138","29270000.4577637","24649999.6185303","22329999.9237061","19530000.6866455","21829999.9237061","34900001.5258789","57130001.0681152","43169998.1689453","38409999.8474121","37500000","66760002.1362305","55790000.9155273","51389999.3896484","-45930000.3051758","39930000.3051758","33869998.9318848","18930000.3051758","14109999.6566772","10880000.1144409","8689999.5803833","3990000.00953674","5050000.19073486","4250000","5050000.19073486","6099999.90463257","8199999.80926514","","","","","","","","","","","","","","","","",
"Honduras","HND","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","36290000.9155273","48580001.8310547","39849998.4741211","48790000.9155273","79430000.3051758","73750000","61130001.0681152","53439998.626709","98059997.5585938","68519996.6430664","75739997.8637695","60750000","80059997.5585938","62349998.4741211","80239997.8637695","139679992.675781","105419998.168945","107580001.831055","144470001.220703","186330001.831055","207880004.882813","214509994.506836","293459991.455078","345179992.675781","500869995.117188","520130004.882813","522299987.792969","457410003.662109","499010009.765625","413239990.234375","643270019.53125","451279998.779297","438679992.675781","406679992.675781","344579986.572266","449190002.441406","287260009.765625","370329986.572266","401130004.882813","1036719970.70313","576890014.648438","812770019.53125","522039978.027344","401399993.896484","630450012.207031","718429992.675781","563890014.648438","413029998.779297","448899993.896484","423920013.427734","473429992.675781","338149993.896484","543130004.882813","600700012.207031","580880004.882813","571469970.703125","436730010.986328","458950012.207031","664900024.414063","463980010.986328","",
"Heavily indebted poor countries (HIPC)","HPC","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9999.99977648258","","153080001.831055","68739997.8637695","163190002.441406","61759998.3215332","64540000.9155273","72180000.3051758","102669998.168945","178649993.896484","193850006.103516","159750000","146639999.389648","141639999.389648","218520004.272461","164020004.272461","221669998.168945","158619995.117188","127459999.084473","259999.990463257","","","","","","","","","",
"Haiti","HTI","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","69190002.4414063","93550003.0517578","36130001.0681152","21139999.3896484","25930000.3051758","39240001.6784668","27829999.9237061","27250000","33869998.9318848","23569999.6948242","36419998.1689453","30940000.5340576","34939998.626709","35229999.5422363","52810001.373291","149339996.337891","189740005.493164","210119995.117188","216029998.779297","197210006.713867","227300003.051758","231029998.779297","270399993.896484","278540008.544922","281579986.572266","330489990.234375","360429992.675781","385329986.572266","228389999.389648","321929992.675781","243279998.779297","260859985.351563","149610000.610352","184479995.727539","958979980.46875","935000000","441989990.234375","399450012.207031","509239990.234375","312679992.675781","264910003.662109","252679992.675781","218500000","245509994.506836","341170013.427734","435410003.662109","602309997.558594","655809997.558594","829140014.648438","1012729980.46875","2947500000","1477609985.35156","1257140014.64844","1130540039.0625","1050099975.58594","1107670043.94531","1132989990.23438","1014669982.91016","997159973.144531","732849975.585938","",
"Hungary","HUN","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103889999.389648","958119995.117188","315519989.013672","235899993.896484","278920013.427734","-322070007.324219","252399993.896484","234250000","329329986.572266","384339996.337891","416950012.207031","700489990.234375","247220001.220703","316660003.662109","345609985.351563","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
